"","x"
"1","AC005722.1"
"2","AC013724.1"
"3","WRAP53"
"4","FAM133B"
"5","AL357500.1"
"6","AC025183.3"
"7","OR51V1"
"8","TMEM266"
"9","IDNK"
"10","AC021915.2"
"11","AC009119.1"
"12","PRR13P4"
"13","HMGN1P26"
"14","MTND6P2"
"15","AC007610.1"
"16","AC099811.5"
"17","YIPF5"
"18","CYP4F24P"
"19","AC004551.1"
"20","RPL13AP19"
"21","LINC01595"
"22","LINC00701"
"23","AC011498.2"
"24","U2SURP"
"25","AC126323.6"
"26","AL158211.4"
"27","HIST1H3A"
"28","AC073648.1"
"29","MIR8076"
"30","AC069499.2"
"31","SIGLEC14"
"32","NAA30"
"33","IGHV3-37"
"34","ANTXR2"
"35","AC096992.1"
"36","FCF1P9"
"37","AC024560.3"
"38","AC139497.1"
"39","SERTM2"
"40","AL591866.1"
"41","AP003400.1"
"42","LINC00332"
"43","AC022509.2"
"44","AC138474.1"
"45","FSIP2-AS2"
"46","CCN3"
"47","SCARNA5"
"48","FTHL17"
"49","AL513422.1"
"50","HIST1H2BJ"
"51","RPL10P19"
"52","TIMM17B"
"53","HNRNPDLP2"
"54","AC132807.2"
"55","NCBP2L"
"56","CCDC177"
"57","RPS29P27"
"58","OS9"
"59","KRTAP19-10P"
"60","PDE11A"
"61","IGLV3-6"
"62","PKMP4"
"63","WNT3A"
"64","MIR125B1"
"65","AC023632.2"
"66","NDUFS1"
"67","IGHD1OR15-1B"
"68","CAGE1"
"69","SNORD4A"
"70","USP20"
"71","AL035461.1"
"72","AC134978.1"
"73","AC016596.1"
"74","AC012370.2"
"75","AC078795.2"
"76","AC136618.1"
"77","SLC25A20"
"78","MDS2"
"79","USP9YP26"
"80","RPL30P14"
"81","RNU6-582P"
"82","GFPT2"
"83","ELOCP19"
"84","MTRNR2L13"
"85","AC020699.1"
"86","SGK1"
"87","ELOBP1"
"88","AC092639.1"
"89","MIR1238"
"90","AC092839.1"
"91","AC099794.1"
"92","AC016304.1"
"93","SBK2"
"94","ZNF34"
"95","RPSAP25"
"96","MOCS1P1"
"97","MIR487A"
"98","AC011472.2"
"99","TDRD10"
"100","RPL7AP51"
"101","C17orf64"
"102","LINC01549"
"103","AL121790.2"
"104","VN1R17P"
"105","AC240565.2"
"106","FBXO43"
"107","PPEF1-AS1"
"108","SCRN3"
"109","SOX5"
"110","CCT6P4"
"111","KLHL12"
"112","ZSCAN12P1"
"113","LINC02342"
"114","Z95327.1"
"115","RIMS1"
"116","C1QTNF12"
"117","RSF1-IT2"
"118","AC011503.3"
"119","AC093388.1"
"120","AP001107.6"
"121","AC093829.1"
"122","VPS37B"
"123","SEPT7P5"
"124","AP005436.3"
"125","AC026462.3"
"126","TRIM2"
"127","AC090099.4"
"128","PLA2G4B"
"129","MIDN"
"130","PRG4"
"131","RNU6-788P"
"132","NBPF2P"
"133","GARSP1"
"134","CLEC12A-AS1"
"135","IGHVII-44-2"
"136","RPS26P3"
"137","RF01872"
"138","AC090502.3"
