"","x"
"1","AL513124.1"
"2","ERAP1"
"3","LINC02398"
"4","CYP26A1"
"5","RN7SL233P"
"6","MIR186"
"7","HCAR2"
"8","AL022721.1"
"9","CFHR1"
"10","AC147651.1"
"11","RN7SL356P"
"12","AC015813.5"
"13","GLYCTK"
"14","AL033384.2"
"15","CNBD2"
"16","TRGV10"
"17","AC009743.1"
"18","CYC1"
"19","RNU6-270P"
"20","TRIM43"
"21","TMEM35B"
"22","RNU1-18P"
"23","PPIL2"
"24","AC124312.3"
"25","AP000439.4"
"26","AC091062.1"
"27","AC008770.3"
"28","MPO"
"29","LINC02126"
"30","AC005632.1"
"31","HNRNPD"
"32","AC087721.1"
"33","SOCS4"
"34","AC098862.1"
"35","CDY17P"
"36","MTCYBP34"
"37","AC027243.2"
"38","OR7E130P"
"39","RNU6-549P"
"40","SNX32"
"41","PGAM1P2"
"42","RNU6-997P"
"43","AC087163.3"
"44","AC004884.2"
"45","SNORD45A"
"46","AC121758.2"
"47","ITPRIPL2"
"48","SLC37A2"
"49","AL135908.1"
"50","ANXA4"
"51","AC092802.2"
"52","LINC02277"
"53","GRHL3"
"54","TGFBR1"
"55","LINC00355"
"56","SP4"
"57","PRYP4"
"58","RPL39P40"
"59","AL139280.1"
"60","RNA5SP22"
"61","PNMA8B"
"62","HNRNPA3P9"
"63","ZNF12"
"64","AC087392.5"
"65","OR52N1"
"66","HOXB2"
"67","PPP1R37"
"68","AC067773.1"
"69","ELF3"
"70","GIPC2"
"71","HNRNPA1P73"
"72","AC072026.1"
"73","AC011290.1"
"74","CCDC200"
"75","UBE2D3-AS1"
"76","AC145207.3"
"77","ITGB7"
"78","C22orf24"
"79","MED1"
"80","AL080276.2"
"81","RPS12P17"
"82","AP002754.1"
"83","LINC00390"
"84","AC140481.2"
"85","AC098484.1"
"86","AL021707.6"
"87","MTCO2P25"
"88","AL391845.1"
"89","HOXA1"
"90","H2BFM"
"91","AL356277.1"
"92","PHKG1"
"93","PIGU"
"94","VSIG1"
"95","AL590229.1"
"96","RN7SL862P"
"97","AC008127.2"
"98","HYAL4"
"99","ZNF322P1"
"100","RPL12P29"
"101","DNAH14"
"102","RAD51-AS1"
"103","LY6G6F"
"104","AC124283.2"
"105","RNA5SP328"
"106","AC068446.3"
"107","EIF5P1"
"108","RNU6-733P"
"109","AL035551.1"
"110","ZNF736P7Y"
"111","MED27"
"112","AL136146.2"
"113","SNORD108"
"114","CCT8L1P"
"115","AP001922.3"
"116","AL355864.1"
"117","AC125604.1"
"118","HLA-Z"
"119","KIR3DL3"
"120","RNU6-144P"
"121","RF02134"
"122","NBPF1"
"123","API5P2"
"124","LINC02291"
"125","OR2AJ1"
"126","AL359853.3"
"127","BX510359.6"
"128","BX322635.1"
"129","PITHD1"
"130","AC104440.1"
"131","AP000873.3"
"132","MTMR7"
"133","UBE2CP4"
"134","AC021146.1"
"135","BX284668.4"
"136","TAC3"
"137","AL359555.1"
"138","GPRC5D-AS1"
"139","OMG"
"140","AC008549.1"
"141","LIPJ"
"142","AL133371.2"
"143","COG2"
"144","AC002558.1"
"145","SLC7A2"
"146","ELP6"
"147","AL138881.1"
"148","AC103796.1"
"149","MIR4797"
"150","SVIL"
"151","RN7SL270P"
"152","C2orf42"
"153","AL035698.1"
"154","ANAPC7"
"155","DCAF13P2"
"156","ARNTL"
"157","AL138713.1"
"158","AC010082.1"
"159","ERMARD"
"160","PLIN1"
"161","PHGR1"
"162","MRE11"
"163","RF00425"
"164","AKIRIN1P2"
"165","IGLV3-17"
"166","TK2"
"167","CFAP65"
"168","RAD51AP1P1"
"169","AL020996.3"
"170","AC003002.1"
"171","RPL23AP62"
"172","RPS20"
"173","MSL3P1"
"174","AL353626.2"
"175","LINC02226"
"176","AC093844.1"
"177","RNU6-348P"
"178","DUS3L"
"179","KLHL9"
"180","AC005703.1"
"181","ESRRB"
"182","LINC02630"
"183","LCA5L"
"184","RPL36"
"185","PRIM1"
"186","BPGM"
"187","MYH10"
"188","PCOLCE-AS1"
"189","ZXDA"
"190","SNORD114-17"
"191","RNA5SP194"
"192","CALCR"
"193","CDH15"
"194","AL078623.1"
"195","KNCN"
"196","ARF4P3"
"197","MAPK8"
"198","RNU1-75P"
"199","AC069234.1"
"200","TTTY14"
"201","RNA5SP101"
"202","LINC00865"
"203","AMBP"
"204","IKZF3"
"205","CTSZ"
"206","ENOPH1"
"207","OR4F4"
"208","QRFP"
"209","PAQR3"
"210","RNU4-89P"
"211","MKNK1-AS1"
"212","TRAJ11"
"213","MIR4789"
"214","LINC02289"
"215","RNA5SP419"
"216","MPPED2-AS1"
"217","HSP90B3P"
"218","AC016546.1"
"219","LINC00552"
"220","ZNHIT3"
"221","AC012676.1"
"222","MIR4505"
"223","OR10J7P"
"224","AC004066.1"
"225","AC146507.2"
"226","DCUN1D5"
"227","TAS2R41"
"228","VN1R81P"
"229","AC026458.2"
"230","AP001102.1"
"231","OR5H4P"
"232","PRR23A"
"233","ESPNL"
"234","AC006058.4"
"235","SLC12A3"
"236","CCDC172"
"237","AC244453.1"
"238","CYP2A7P2"
"239","MRE11P1"
"240","EIF3F"
"241","CICP11"
"242","ACSM6"
"243","DUS1L"
"244","CDC73"
"245","CLGN"
"246","AC092119.3"
"247","MROH2B"
"248","MYO9A"
"249","AL008718.2"
"250","AC091588.3"
"251","RNU6-985P"
"252","AC007938.2"
"253","RPS4XP15"
"254","ATG5"
"255","CACNB3"
"256","AC092436.4"
"257","MAGEA12"
"258","SIPA1L3"
"259","RNF115"
"260","OR2T10"
"261","RN7SL754P"
"262","AL512638.1"
"263","PLET1"
"264","AC093422.2"
"265","RN7SL745P"
"266","TMEM210"
"267","OR6M3P"
"268","AGAP14P"
"269","TFG"
"270","Z82246.1"
"271","RN7SL176P"
"272","ACAN"
"273","FGF12-AS3"
"274","AL049634.2"
"275","GAD1"
"276","RNU2-62P"
"277","UBE2C"
"278","LRSAM1"
"279","MIR548W"
"280","SDHAP2"
"281","RNU7-1"
"282","TRIM42"
"283","RF01964"
"284","ZNF70"
"285","AC139491.4"
"286","BX276092.5"
"287","IL23R"
"288","AC092919.2"
"289","AC034207.1"
"290","DGKI"
"291","B3GNT9"
"292","WWC1"
"293","LCE4A"
"294","ZNF571"
"295","AC074117.2"
"296","GCFC2"
"297","AC140113.1"
"298","AC010501.1"
"299","FLG2"
"300","AC105342.1"
"301","FAM30A"
"302","YARS"
"303","ZNF687-AS1"
"304","ITGB4"
"305","AC026801.2"
"306","HMGB3P32"
"307","CHRNA3"
"308","TMEM156"
"309","AC005943.2"
"310","AC022148.1"
"311","PRRG4"
"312","AL603914.1"
"313","RN7SKP60"
"314","TTTY21"
"315","RNU6-352P"
"316","AC096576.1"
"317","AC004816.2"
"318","DUX4L14"
"319","AP001636.2"
"320","AC012213.3"
"321","AC012414.6"
"322","SNORD86"
"323","AC008985.1"
"324","AL109936.1"
"325","EGFL7"
"326","RNU7-14P"
"327","TTTY21B"
"328","ATCAY"
"329","ALKAL2"
"330","DNAJB5-DT"
"331","ADGRA3"
"332","AL139415.2"
"333","ATL2"
"334","MOCS3"
"335","PSMD14"
"336","RPL23AP71"
"337","RPL5P3"
"338","MTCO2P34"
"339","CIR1P3"
"340","DIRAS3"
"341","MIR6754"
"342","LINC01755"
"343","RBMY2BP"
"344","LRRC39"
"345","CEACAMP4"
"346","AC008521.2"
"347","XPNPEP2"
"348","ENTPD3"
"349","RN7SL108P"
"350","AC009336.3"
