"","x"
"1","AC092818.1"
"2","RNU1-128P"
"3","AL132656.1"
"4","RF01984"
"5","AC005871.1"
"6","MTCO1P29"
"7","NKX2-1-AS1"
"8","AC127070.2"
"9","RF02122"
"10","LINC01343"
"11","LHX2"
"12","DEFB130D"
"13","RNU6-969P"
"14","FAM160A2"
"15","IGLV2-5"
"16","PARVA"
"17","AL050404.1"
"18","RBPJP5"
"19","CCNG2"
"20","RHEBP1"
"21","C9orf92"
"22","AL162385.1"
"23","RN7SKP1"
"24","AL360271.1"
"25","RNU105B"
"26","MIR5091"
"27","AC016885.2"
"28","ANGPTL4"
"29","FTLP12"
"30","HIST1H2BD"
"31","MIR328"
"32","AL031714.1"
"33","SNORD114-3"
"34","MIR603"
"35","DNM1P46"
"36","AL138895.1"
"37","AL121956.4"
"38","BTAF1"
"39","ANAPC10P1"
"40","AC015871.4"
"41","AC090630.1"
"42","ZNF33BP1"
"43","SCUBE1"
"44","AC243732.1"
"45","NDUFB4"
"46","LINC02337"
"47","AC237221.1"
"48","AL591806.1"
"49","SLC27A2"
"50","AC005481.1"
"51","KRTAP10-7"
"52","LINC02377"
"53","MAP10"
"54","OTOGL"
"55","ADIPOR1P1"
"56","TGS1"
"57","AL020997.2"
"58","LINC02045"
"59","IGHV3-23"
"60","NAPSA"
"61","AP006248.3"
"62","LINC02615"
"63","AL590099.1"
"64","AP000688.3"
"65","VWA8P1"
"66","TRAPPC6A"
"67","CEACAMP2"
"68","AC138894.4"
"69","ZNF614"
"70","AC008667.3"
"71","AC245054.2"
"72","RPL31P12"
"73","TSPY10"
"74","PROK2"
"75","GAPDHP31"
"76","LRRC46"
"77","RPSAP8"
"78","MIR345"
"79","EXOSC10-AS1"
"80","LINC02610"
"81","RN7SKP280"
"82","AC236972.2"
"83","CKLF"
"84","AL138895.2"
"85","RN7SKP68"
"86","UBE2L6"
"87","AL132855.1"
"88","AC130650.1"
"89","RNU6-77P"
"90","AC012065.4"
"91","AC104596.1"
"92","LRRC9"
"93","AC015688.6"
