"","x"
"1","TPM3P4"
"2","COX6CP17"
"3","AC234771.3"
"4","RDH10-AS1"
"5","AL139082.1"
"6","TDRG1"
"7","FBLN1"
"8","DPYD-AS2"
"9","HMGB3P9"
"10","TRABD2B"
"11","LINC01285"
"12","RPUSD2"
"13","AC109631.1"
"14","RPL12P8"
"15","RF01947"
"16","AC124312.4"
"17","DEFB108C"
"18","RPL21P126"
"19","AC244517.6"
"20","AL031119.1"
"21","MIR221"
"22","AC013470.1"
"23","EXOC3"
"24","TRIM64B"
"25","RPS14P4"
"26","LILRB2"
"27","GNAT3"
"28","Z98755.1"
"29","HLTF-AS1"
"30","AL606834.2"
"31","MIR6762"
"32","ANGPTL3"
"33","AC092628.2"
"34","AC069439.2"
"35","MIR4704"
"36","AL645608.2"
"37","RNA5-8SP7"
"38","RF02122"
"39","RFXANK"
"40","CEACAM22P"
"41","EXOC6B"
"42","GNB1"
"43","ANKRD20A17P"
"44","AL513348.1"
"45","LAMP3"
"46","OFD1P1Y"
"47","AL356022.1"
"48","AC005329.2"
"49","IGHVII-46-1"
"50","AC048344.3"
"51","AC093857.1"
"52","LINC02617"
"53","AL096799.1"
"54","DKK2"
"55","RNU6-426P"
"56","AC138470.1"
"57","AC005077.1"
"58","AL831784.1"
"59","PHRF1"
"60","CDV3P1"
"61","PDZPH1P"
"62","MIR5571"
"63","AC011497.2"
"64","SHISA5"
"65","AC008074.1"
"66","LINC02615"
"67","LINC00265-2P"
"68","AC008728.1"
"69","RPSAP47"
"70","SMAD4"
"71","AC127496.3"
"72","TRAJ60"
"73","AL390778.2"
"74","RFPL1S"
"75","AC104971.1"
"76","AC010306.1"
"77","RBFADN"
"78","RNU6-835P"
"79","RTF1"
"80","PADI1"
"81","AC007342.7"
"82","ZC3H10"
"83","SRR"
"84","OLIG1"
"85","IFI44L"
"86","UBE2V1P4"
"87","SIGLEC17P"
"88","HNRNPA1P65"
"89","AC019080.4"
"90","CGB3"
"91","LINC02367"
"92","IGKV1-8"
"93","AC022748.2"
"94","AL663109.1"
"95","C12orf29"
"96","RNU7-26P"
"97","SLC43A2"
"98","EFCAB13"
"99","AC010872.1"
"100","AL031009.1"
"101","AC064875.1"
"102","MIR602"
"103","AC091729.2"
"104","MTND1P3"
"105","RNU6-914P"
"106","AC026355.3"
"107","KRT18P39"
"108","KIZ-AS1"
"109","AC113352.1"
"110","AC090888.3"
"111","SNORA27"
"112","AP001999.1"
"113","CDR1"
"114","NPIPB8"
"115","NPY1R"
"116","MTCO3P16"
"117","AL049812.1"
"118","LINC00313"
"119","RARA-AS1"
"120","COPZ2"
"121","AC099677.4"
"122","EIF3KP3"
"123","RNU6-275P"
"124","ATG13"
"125","METTL8P1"
"126","AC093106.2"
"127","AC026464.5"
"128","IFITM9P"
"129","RNF38"
"130","AC092535.4"
"131","RPL17P37"
"132","PRR13P1"
"133","FGF13"
"134","TSPEAR"
"135","AC024270.3"
"136","SLBP"
"137","LINC02167"
"138","AC131280.1"
"139","POT1"
"140","RPSAP39"
"141","AC130710.1"
"142","HIST1H4A"
"143","AC078922.1"
"144","TULP4"
"145","AC098592.1"
"146","AP000695.3"
"147","CMPK1"
"148","TPM3P7"
"149","MIR1290"
"150","RPS20P23"
"151","MIR3193"
"152","AF233439.1"
"153","AL034346.1"
"154","AC064872.1"
"155","KRR1P1"
"156","CICP6"
"157","OR51B4"
"158","SLX1A"
"159","AL161725.2"
"160","KIFC1"
"161","RNU6-55P"
"162","AC007342.6"
"163","ST8SIA6"
"164","LINC01214"
"165","AC099778.1"
"166","SQLE"
"167","FAM186A"
"168","TRMU"
"169","SDS"
"170","TDRD3"
"171","HOMEZ"
"172","AC002553.2"
"173","RNA5SP160"
"174","WASHC4"
"175","MTND4P6"
"176","RPL23AP95"
"177","RNA5SP180"
"178","RORA-AS2"
"179","AC105760.2"
"180","NDUFS5P3"
"181","RPL12P13"
"182","ABHD17AP7"
"183","AP000563.1"
"184","AC068860.1"
"185","AC069152.1"
"186","AL670379.9"
"187","CHRM3"
"188","PRSS37"
"189","RNU6-244P"
"190","AC008537.1"
"191","SPATA4"
"192","TMEM225"
"193","RGN"
"194","USP17L21"
"195","ENPP4"
"196","IGHV1-14"
"197","BSNDP2"
"198","UBE2V1P14"
"199","AC027328.1"
"200","NXF1"
"201","LINC02609"
"202","AC006213.6"
"203","KLF12"
"204","POU6F2-AS2"
"205","FAM172BP"
"206","PHACTR1"
"207","LINC01574"
"208","TPBGL"
"209","RN7SL430P"
"210","SNX15"
"211","LINC02067"
"212","AC019155.1"
"213","AC026356.1"
"214","AC090079.1"
