"","x"
"1","DENND2C"
"2","AL390961.2"
"3","PRDM11"
"4","PROC"
"5","GAS8"
"6","ZC3H15"
"7","AL365181.2"
"8","C1GALT1C1L"
"9","AC090877.2"
"10","AC244093.3"
"11","CDS1"
"12","OR56A3"
"13","COPZ2"
"14","ANKZF1"
"15","AP001453.4"
"16","C2orf69P3"
"17","MTND6P6"
"18","LINC00261"
"19","MYL6P4"
"20","MIR584"
"21","BX284668.6"
"22","AC025287.1"
"23","RPSAP51"
"24","ZNF791"
"25","AL157407.1"
"26","RF02188"
"27","PTMAP11"
"28","MIR603"
"29","C5orf52"
"30","AC109460.4"
"31","MTND5P16"
"32","HSPA8P7"
"33","NDUFS5"
"34","KRT16P3"
"35","SPR"
"36","NRBP2"
"37","ARL13B"
"38","AC093689.1"
"39","AC131211.1"
"40","COMP"
"41","MIR6078"
"42","TBX5"
"43","DHX34"
"44","DBET"
"45","SYT15"
"46","AL450322.1"
"47","SEC23IP"
"48","SGIP1"
"49","AP003486.1"
"50","AL359704.1"
"51","SNORD3G"
"52","PEX1"
"53","NONO"
"54","AL590640.1"
"55","AL008718.2"
"56","AC087385.3"
"57","AC018635.2"
"58","AC090796.1"
"59","CRB1"
"60","ELK4"
"61","RNU6-88P"
"62","SNX9"
"63","AC025283.1"
"64","LINC01257"
"65","POM121L4P"
"66","PLA2G16"
"67","CARM1P1"
"68","AL356752.1"
"69","AC010478.1"
"70","AC239809.3"
"71","RN7SL556P"
"72","VENTXP7"
"73","AL807752.5"
"74","AC009623.2"
"75","TMCO4"
"76","PCF11"
"77","AL591222.3"
"78","AL606537.1"
"79","AC091057.2"
"80","AC134508.1"
"81","KRT8P4"
"82","AC009312.1"
"83","AC147055.4"
"84","ZFAND2B"
"85","AC114271.1"
"86","AL139237.1"
"87","ZNF98"
"88","KRT8P43"
"89","ELN"
"90","SVBP"
"91","ADGRB2"
"92","GGA1"
"93","MRPS21P5"
"94","SEZ6L"
"95","AC095040.1"
"96","CCDC153"
"97","AL158077.1"
"98","EHBP1L1"
"99","PRH1"
"100","RNU5F-4P"
"101","NKX6-1"
"102","ALDH3A1"
"103","MKNK2"
"104","AC055811.2"
"105","AL109809.2"
"106","AC005776.2"
"107","ZNF826P"
"108","CHCHD3P2"
"109","AF117829.1"
"110","PKN2-AS1"
"111","MPEG1"
"112","AC245297.1"
"113","AC011466.2"
"114","AC004997.1"
"115","AL590392.1"
"116","AC073188.1"
"117","NDP-AS1"
"118","LINC01198"
"119","TRHDE"
"120","C5orf64"
"121","AC103702.1"
"122","RNU5A-7P"
"123","AQP10"
"124","AC241644.1"
"125","PRELID3BP6"
"126","AL929601.2"
"127","BRSK1"
"128","TMEM236"
"129","AL022237.1"
"130","AC004687.1"
"131","RPL7P15"
"132","AC006254.2"
"133","AC107918.2"
"134","LINC02210-CRHR1"
"135","LRRC39"
"136","AL078623.1"
"137","LPCAT4"
"138","IGHV5-51"
"139","CCT6P4"
"140","FKBP14"
"141","SDCBPP3"
"142","LEPROT"
"143","AC009365.1"
"144","SNORD114-12"
"145","LOXL2"
"146","AL162391.1"
"147","DEPDC1"
"148","ENTPD5"
"149","SNORD116-1"
"150","TMEM79"
"151","NMD3"
"152","PLAU"
"153","AC011411.1"
"154","BCL2L10"
"155","SOGA3"
"156","SLC51B"
"157","AC011468.4"
"158","LINC02403"
"159","SULT4A1"
"160","MIR8071-1"
"161","MIR571"
"162","EVA1C"
"163","ZNF579"
"164","AC090826.2"
"165","RNU6-343P"
"166","AC016026.1"
"167","AC022537.1"
"168","AC239798.4"
"169","TOB1"
"170","AL160163.1"
"171","TTC5"
"172","RN7SL775P"
"173","AC226101.1"
"174","AC099329.1"
"175","CBX3P7"
"176","PPP1R2"
"177","AL591926.3"
"178","RPS3AP34"
"179","AC092155.2"
"180","MTMR7"
"181","HSPA12B"
"182","AL122035.2"
"183","CFL1P6"
"184","CAPN11"
"185","AC092447.2"
"186","MIR548H1"
"187","RNU6-784P"
"188","AC010266.2"
"189","AL358154.1"
"190","MIR3681HG"
"191","HIST1H4I"
"192","LRP5"
"193","TRERNA1"
"194","USP17L4"
"195","AC093422.2"
"196","RN7SKP211"
"197","AL022328.3"
"198","LINC02295"
"199","AC005008.1"
"200","ERICH5"
"201","AC003045.1"
"202","SLC6A1"
"203","ITPK1"
"204","SRIP3"
"205","AC008074.1"
"206","GBP7"
"207","AGR2"
"208","AC244505.1"
"209","NOP2"
"210","PCSK5"
"211","BUD23"
"212","AC095055.1"
"213","AC022079.2"
"214","TSPY23P"
"215","AL627308.1"
"216","AC018638.7"
"217","MAPK10"
"218","AC131956.1"
"219","LINC01870"
"220","AC096720.2"
"221","AL358942.1"
"222","AC022017.1"
"223","AC090539.1"
"224","AC108134.1"
"225","AC098799.1"
"226","ERICH3-AS1"
"227","AC021224.1"
"228","HLX-AS1"
"229","POU3F2"
"230","HSPA8P20"
"231","ENOX1-AS1"
"232","AC244505.3"
"233","AP001330.5"
"234","AC079316.1"
"235","BTBD17"
"236","PPRC1"
"237","MIR668"
"238","AC090453.1"
"239","EIF5A2P1"
"240","RPL35P5"
"241","MET"
"242","RN7SL93P"
"243","BLZF1"
"244","SPC24"
"245","OR1E2"
"246","RNU2-29P"
"247","AL590093.1"
"248","ZNF877P"
"249","TMEM204"
"250","RPL21P42"
"251","COL22A1"
"252","RNU6-198P"
"253","AP001793.1"
"254","AC119744.1"
"255","MTND4P7"
"256","GDPD2"
"257","APTR"
"258","LRR1"
"259","OTUD1"
"260","ZBTB8OSP1"
"261","IFITM8P"
"262","SLC4A1APP2"
"263","AP005131.3"
"264","RNU6-756P"
"265","SPATA24"
"266","DPRXP5"
"267","ALPL"
"268","RPL7AP33"
"269","PPIAP58"
"270","AC063944.1"
"271","OR5K1"
"272","GALNT18"
"273","AP003392.6"
"274","ZSWIM5P3"
"275","SAPCD2P3"
"276","LINC02500"
"277","AL049833.1"
"278","AC005822.1"
"279","AC109460.3"
"280","RPL12P43"
"281","TCEA1"
"282","OR4N3P"
"283","RPTN"
"284","AC008805.2"
"285","AP003555.3"
"286","AIM2"
"287","MGARP"
"288","UCHL1-AS1"
"289","FUNDC2"
"290","TMEM219"
"291","RNU4-48P"
"292","RN7SL357P"
"293","TRIM13"
"294","RNU6-475P"
"295","AC104806.1"
"296","AL139135.1"
"297","FREM2-AS1"
"298","RPL4P5"
"299","PLA2G5"
"300","TRIM49D1"
"301","AL109811.2"
"302","AC003080.1"
"303","SSX1"
"304","NOX5"
"305","PFN3"
"306","COL6A5"
"307","VSX1"
"308","SYT9"
"309","RNU1-96P"
"310","AP002387.1"
"311","AL162414.1"
"312","RNU5F-1"
"313","TMED11P"
"314","AP006284.1"
"315","ARHGAP17"
"316","AL359198.1"
"317","RPL21P133"
"318","BSN-AS1"
"319","TOP2B"
"320","DUXAP9"
"321","RNU1-115P"
"322","AL357033.3"
"323","PDGFC"
"324","GAPT"
"325","EEF1A1P26"
"326","MCHR2"
"327","FP236383.3"
"328","SDR42E1P1"
"329","FAR2P3"
"330","AC020663.1"
"331","TRPC6"
"332","UBE2E1-AS1"
"333","JDP2"
"334","PDE3A"
"335","AC073648.4"
"336","HOXB2"
"337","JAML"
"338","SSBP4"
"339","FAM98A"
"340","MYRIP"
"341","NOXA1"
"342","CYP4V2"
"343","TBX22"
"344","AC241584.1"
"345","NEPNP"
"346","RNU2-35P"
"347","AL391244.1"
"348","GAPDHP41"
"349","AC012464.3"
"350","SCARNA23"
