"","x"
"1","AC008489.1"
"2","AC009501.1"
"3","FGFBP3"
"4","RN7SL55P"
"5","AC016751.1"
"6","RPS27P23"
"7","RPL7AP7"
"8","MSL2"
"9","KRTAP12-3"
"10","NMNAT1P2"
"11","GARS-DT"
"12","AP005435.4"
"13","AC007541.1"
"14","IGHD1-14"
"15","ITGB1BP1"
"16","CCDC42"
"17","CEP55"
"18","Z98752.2"
"19","MRM2"
"20","CD27"
"21","HNRNPKP2"
"22","PLXNA4"
"23","RNU6-392P"
"24","PLA2G4D"
"25","MIR6738"
"26","NCOA4P2"
"27","FAM172A"
"28","KRT41P"
"29","RPL7P39"
"30","AC008121.3"
"31","OSBPL9"
"32","GALK1"
"33","DNM1P51"
"34","PRDM10"
"35","UBXN2A"
"36","MCEMP1"
"37","SNORD115-2"
"38","ZNF624"
"39","PRM1"
"40","CNDP2"
"41","LINC01593"
"42","TM9SF3"
"43","TRAJ36"
"44","RNU6-900P"
"45","MED22"
"46","BGN"
"47","DVL1"
"48","SYNDIG1"
"49","AC026992.2"
"50","PRSS44"
"51","ZDHHC13"
"52","STX17-AS1"
"53","CROCCP1"
"54","AC004866.2"
"55","AC005884.1"
"56","AC131888.1"
"57","AC022559.1"
"58","SGCE"
"59","AL121781.1"
"60","AL590763.1"
"61","AL021997.2"
"62","AL445183.2"
"63","AC020656.1"
"64","LINC01885"
"65","VPS37A"
"66","AL133383.2"
"67","LEAP2"
"68","DBNL"
"69","RNU4-10P"
"70","NKX6-1"
"71","RN7SL313P"
"72","LEUTX"
"73","AL592447.1"
"74","TCP11X1"
"75","CCDC9"
"76","AL139099.1"
"77","SEPT14P4"
"78","AC007679.2"
"79","RN7SL763P"
"80","ATP8B5P"
"81","OSTCP2"
"82","AC005722.3"
"83","LINC00502"
"84","AC246785.4"
"85","RNU6-845P"
"86","LMAN2"
"87","RNU6-1043P"
"88","AC145285.4"
"89","AL355312.2"
"90","AC121493.1"
"91","AC024451.2"
"92","AL355149.1"
"93","ZNF181"
"94","WDFY3-AS1"
"95","AL672212.1"
"96","PLIN3"
"97","AC005515.2"
"98","KRT8P39"
"99","SAMD13"
"100","C3orf84"
"101","RNA5SP377"
"102","TRAV29DV5"
"103","AC090971.2"
"104","AL355103.1"
"105","PRKX-AS1"
"106","AMDHD2"
"107","Z97180.1"
"108","LINC01629"
"109","ERGIC2"
"110","IL12RB1"
"111","IGHVII-22-1"
"112","NIFKP4"
"113","AL158154.2"
"114","AC011363.1"
"115","SIL1"
"116","KRT8P27"
"117","AC013549.2"
"118","MRPS2"
"119","SH2D2A"
"120","CPEB2"
"121","RNF6"
"122","MIRLET7F1"
"123","RGS9"
"124","AL157400.5"
"125","AC027373.1"
"126","AC087294.1"
"127","AC004808.2"
"128","DUSP14"
"129","SLITRK6"
"130","AC026402.1"
"131","CD300A"
"132","ZNF529"
"133","AC122713.2"
"134","CDC20P1"
"135","COX5A"
"136","FAM237A"
"137","MIR4499"
"138","AL162391.1"
"139","WBP1LP2"
"140","PPIAP2"
"141","PPIAL4C"
"142","AL121652.1"
"143","UMLILO"
"144","RNU4-20P"
"145","AC098818.3"
"146","AP003097.1"
"147","RNU6-382P"
"148","AC134775.1"
"149","PPP1R10"
"150","OCSTAMP"
"151","AC022662.1"
"152","DPPA4"
"153","AP000547.2"
"154","MAP1A"
"155","AC011389.1"
"156","IGLV3-10"
"157","RPS26P2"
"158","AC091185.1"
"159","PKD1L3"
"160","AC113208.2"
"161","GEMIN8P3"
"162","RNU6-836P"
"163","LINC01922"
"164","GCNT1P2"
"165","TMEM121"
"166","RN7SL473P"
"167","AC104129.1"
"168","MIR4472-2"
"169","PRR13P2"
"170","SPDYE2B"
"171","IDNK"
"172","RPL7AP50"
"173","MYOSLID"
"174","VSIG8"
"175","AC110620.1"
"176","USP32"
"177","AC016598.1"
"178","ALG1L"
"179","AC087273.2"
"180","DEUP1"
"181","AL096829.1"
"182","AC018880.1"
"183","HSPB7"
"184","RNU6-379P"
"185","KRT18P43"
"186","METTL2A"
"187","OR2T34"
"188","CASP1P1"
"189","AC027088.3"
"190","NDUFS7"
"191","SNORD13P1"
"192","CLCN1"
"193","CDY15P"
"194","HOXD12"
"195","BNIP3P40"
"196","PGP"
"197","RPL10P1"
"198","LY6E-DT"
"199","AL513327.2"
"200","PADI2"
"201","POLR3GP1"
"202","AL445647.2"
"203","AC124864.2"
"204","WDR97"
"205","MARCH5"
"206","TMEM134"
