"","x"
"1","CYP4F8"
"2","AC010731.3"
"3","RPL5P14"
"4","AC026355.1"
"5","SPDYE20P"
"6","AC108475.1"
"7","AC073575.1"
"8","AC117465.1"
"9","AC131159.2"
"10","HNRNPA1P11"
"11","AC093878.1"
"12","CLEC12B"
"13","THAP12P5"
"14","MIR766"
"15","AP000146.1"
"16","AC018638.1"
"17","AC008780.2"
"18","MIR6862-1"
"19","LINC02395"
"20","AC010245.2"
"21","RPS3AP38"
"22","RPL7L1P1"
"23","AL590491.2"
"24","TINAG"
"25","AL122016.1"
"26","GSEC"
"27","AP001525.1"
"28","AC018635.1"
"29","NOC2L"
"30","INSIG2"
"31","AC022613.3"
"32","AC245052.4"
"33","COX6A2"
"34","STN1"
"35","RNF150"
"36","AC242852.2"
"37","NBL1"
"38","DUX4L31"
"39","AC004448.3"
"40","MFAP3"
"41","AC113423.2"
"42","CD81-AS1"
"43","CBARP"
"44","AC007160.1"
"45","RNU6-883P"
"46","ARGFX"
"47","RN7SKP187"
"48","AC012370.1"
"49","AC019206.1"
"50","AC104698.1"
"51","RN7SKP90"
"52","NXF2"
"53","AC093702.1"
"54","RNU6-1192P"
"55","BRD7P5"
"56","AC012512.1"
"57","OR10A5"
"58","EIF2D"
"59","AC064836.2"
"60","RN7SL190P"
"61","KDM5C"
"62","POLD3"
"63","AC233263.1"
"64","ZNF211"
"65","SORT1"
"66","HMGB1P1"
"67","AC005237.2"
"68","LINC01331"
"69","AC097359.1"
"70","AL035401.1"
"71","RNU4-87P"
"72","RNA5SP28"
"73","AC022858.1"
"74","SOD1P1"
"75","OR9G1"
"76","PLAC9"
"77","RTCB"
"78","DNAJC19P8"
"79","UBE2Q2P9"
"80","DYNLL1P2"
"81","PON2"
"82","RNU1-51P"
"83","EZH2"
"84","AC105029.1"
"85","AL929601.4"
"86","AC092675.1"
"87","OR7E55P"
"88","AL360181.3"
"89","AL118496.1"
"90","AC110751.1"
"91","AC012510.1"
"92","GSTM1"
"93","AL009050.1"
"94","AC011611.6"
"95","AL590623.1"
"96","SPOUT1"
"97","LMNA"
"98","AC005154.2"
"99","SNORD115-47"
"100","AL162386.2"
"101","AP000431.1"
"102","CDCP2"
"103","LCN1P1"
"104","AL135786.2"
"105","AL670379.6"
"106","CAST"
"107","SUMO1"
"108","AC146949.1"
"109","AL359396.1"
"110","TBC1D9B"
"111","ZGPAT"
"112","FBRS"
"113","SLC20A1P2"
"114","GPRIN3"
"115","TRIM49C"
"116","RN7SL484P"
"117","LINC02164"
"118","AC098591.1"
"119","AC012254.4"
"120","OR4A12P"
"121","GFY"
"122","WDR75"
"123","AL592293.2"
"124","HSPD1P5"
"125","MELTF"
"126","DUX4L46"
"127","AC006065.5"
"128","RSRC1"
"129","CCDC169-SOHLH2"
"130","CAND2"
"131","AP003396.4"
"132","DCUN1D2-AS"
"133","Z99129.3"
"134","OR10Q1"
"135","AC027250.1"
"136","HMGB3P24"
"137","AC007041.1"
"138","UVRAG-DT"
"139","AL356057.1"
"140","AC008555.5"
"141","CLCN2"
"142","CYGB"
"143","AC023347.1"
"144","AL445383.1"
"145","SCOCP1"
"146","AC211486.1"
"147","SLC44A3-AS1"
"148","AC024451.1"
"149","AK7"
"150","RN7SL577P"
"151","TWF2"
"152","AC107886.1"
"153","AGGF1P5"
"154","MUC7"
"155","LINC01415"
"156","AC074050.1"
"157","CDKL5"
"158","AC009229.3"
"159","GUCA2B"
"160","PPP1R3D"
"161","TTC41P"
"162","RPS7P14"
"163","RNU6-278P"
"164","CDC42BPA"
"165","BBOX1"
"166","AC008443.3"
"167","ICAM2"
"168","LINC02304"
"169","AL627223.1"
"170","MIR3920"
"171","Z98885.1"
"172","PPP1R2C"
"173","AP000593.1"
"174","AL390718.1"
"175","AL117187.1"
"176","H3F3AP2"
"177","PRSS12"
"178","MIR374B"
"179","AP002008.1"
"180","TRMT9B"
"181","AC009041.2"
"182","OR14A16"
"183","AL451054.2"
"184","SEMA4C"
"185","PRG4"
"186","OR2A9P"
"187","CYTIP"
"188","AC087393.3"
"189","TRAPPC2L"
"190","VPS16"
"191","SNORD13"
"192","HMGB1P25"
"193","LINC01473"
"194","AC009145.2"
"195","CASK"
"196","KIRREL3-AS2"
"197","MMACHC"
"198","RNU6-339P"
"199","ELOCP10"
"200","PMPCB"
"201","VN1R53P"
"202","HEXD-IT1"
"203","AC078922.1"
"204","KCNK4"
"205","VDAC1P5"
"206","EVPLL"
"207","AL035454.1"
"208","ARHGAP26-IT1"
"209","AC090857.1"
"210","RNY3P3"
"211","CGN"
"212","NDUFS5"
"213","MIR450A2"
"214","AC139720.2"
"215","FAM96AP1"
"216","AP001007.2"
"217","HIST2H4B"
"218","AL513327.1"
"219","ST3GAL6"
"220","RINT1"
"221","AC092139.1"
"222","AC016550.1"
"223","RN7SKP14"
"224","SNHG19"
"225","RNU6-45P"
"226","NUP62CL"
"227","AL513302.1"
"228","UBA52P6"
"229","AC007954.1"
"230","OR7A10"
"231","MRPL37"
"232","MTMR1"
"233","POU6F2"
"234","AC127070.3"
"235","USP9YP32"
"236","AP001331.1"
"237","MYO5BP1"
"238","RNU6-681P"
"239","AC100778.3"
"240","PKDCC"
"241","AC022517.1"
"242","AC006116.4"
"243","FBXO17"
"244","ANOS1"
"245","OR10Z1"
"246","AC106799.1"
"247","MUPP"
"248","AC093849.1"
"249","AL135929.1"
"250","SUMO3"
"251","ASB15"
"252","EIF4B"
"253","MYL8P"
"254","AC133561.3"
"255","SNORD1B"
"256","AC239868.2"
"257","AC021752.1"
"258","AC138331.1"
"259","FAM168A"
"260","DHFR"
"261","RN7SKP272"
"262","PLCH1-AS2"
"263","AC005357.2"
"264","AC004014.1"
"265","MIR4274"
"266","FAM133A"
"267","AC011503.3"
"268","AC012506.4"
"269","RPL21P50"
"270","FAM25A"
"271","BCAP31P1"
"272","AC096719.1"
"273","AP000821.1"
"274","APAF1"
"275","GAMTP2"
"276","NDST3"
