"","x"
"1","AC092580.3"
"2","RPS12P5"
"3","AC018470.1"
"4","AP006248.3"
"5","AC108482.1"
"6","PTBP1"
"7","SLC50A1"
"8","PPIAP83"
"9","RBBP4P5"
"10","PTH2R"
"11","AC073610.2"
"12","PSMG2"
"13","AC104506.1"
"14","RNU6-275P"
"15","AC073529.1"
"16","AC012146.1"
"17","AL512326.3"
"18","OR10K1"
"19","AC087379.1"
"20","RNA5S14"
"21","AC118273.1"
"22","AC004898.1"
"23","AC020913.1"
"24","LINC00460"
"25","OR7D1P"
"26","HNRNPA1P7"
"27","FAM209B"
"28","IFNG"
"29","PRXL2AP2"
"30","LILRA4"
"31","TMEM218"
"32","MTMR4"
"33","RNA5SP133"
"34","SGMS2"
"35","MFAP4"
"36","C12orf65"
"37","CORO7"
"38","CRABP1"
"39","RNU6-65P"
"40","CPS1-IT1"
"41","NIFK"
"42","AL590560.2"
"43","AL162427.1"
"44","B4GALT1"
"45","LINC01641"
"46","FP565260.1"
"47","MTND4P19"
"48","YTHDF3-AS1"
"49","MSMO1"
"50","AC067942.1"
"51","NTF6A"
"52","AC100850.1"
"53","AL512638.2"
"54","RNU6-312P"
"55","ELK1"
"56","AC091181.1"
"57","UQCRHP1"
"58","AC138866.2"
"59","SENP8"
"60","AC078852.1"
"61","ETF1P2"
"62","OR6C5P"
"63","RPSAP40"
"64","AC003669.1"
"65","IFNWP2"
"66","AC079921.1"
"67","AC087163.3"
"68","SMAD6"
"69","PDCD2"
"70","RNA5SP101"
"71","RF01971"
"72","ATP6V0C"
"73","RNF128"
"74","AC087289.2"
"75","RN7SL299P"
"76","ACER3"
"77","C3orf49"
"78","CDC42"
"79","AC092960.1"
"80","ADAM12"
"81","AC010342.1"
"82","RNU6-35P"
"83","MDFI"
"84","AC010306.1"
"85","DUX4L29"
"86","ZNF703"
"87","CALM1"
"88","FAM204CP"
"89","RNU6-180P"
"90","WDTC1"
"91","RN7SL238P"
"92","OR2L8"
"93","MLXIP"
"94","AC073862.3"
"95","LCE1A"
"96","AC093159.2"
"97","OR6C2"
"98","AC004943.1"
"99","ARF4P3"
"100","AC025171.5"
"101","AP003086.2"
"102","RPL12P21"
"103","PLCL2-AS1"
"104","AC006517.1"
"105","AL161636.2"
"106","USP17L6P"
