"","x"
"1","MIR328"
"2","AL031714.1"
"3","SNORD114-3"
"4","MIR603"
"5","DNM1P46"
"6","AL138895.1"
"7","AL121956.4"
"8","BTAF1"
"9","ANAPC10P1"
"10","AC015871.4"
"11","AC090630.1"
"12","ZNF33BP1"
"13","SCUBE1"
"14","AC243732.1"
"15","NDUFB4"
"16","LINC02337"
"17","AC237221.1"
"18","AL591806.1"
"19","SLC27A2"
"20","AC005481.1"
"21","KRTAP10-7"
"22","LINC02377"
"23","MAP10"
"24","OTOGL"
"25","ADIPOR1P1"
"26","TGS1"
"27","AL020997.2"
"28","LINC02045"
"29","IGHV3-23"
"30","NAPSA"
"31","AP006248.3"
"32","LINC02615"
"33","AL590099.1"
"34","AP000688.3"
"35","VWA8P1"
"36","TRAPPC6A"
"37","CEACAMP2"
"38","AC138894.4"
"39","ZNF614"
"40","AC008667.3"
"41","AC245054.2"
"42","RPL31P12"
"43","TSPY10"
"44","PROK2"
"45","GAPDHP31"
"46","LRRC46"
"47","RPSAP8"
"48","MIR345"
"49","EXOSC10-AS1"
"50","LINC02610"
"51","RN7SKP280"
"52","AC236972.2"
"53","CKLF"
"54","AL138895.2"
"55","RN7SKP68"
"56","UBE2L6"
"57","AL132855.1"
"58","AC130650.1"
"59","RNU6-77P"
"60","AC012065.4"
"61","AC104596.1"
"62","LRRC9"
"63","AC015688.6"
"64","PNPT1"
"65","PGA5"
"66","RPL23AP87"
"67","SLC38A1"
"68","EEF1AKMT3"
"69","UNC13B"
"70","USP24"
"71","AC025437.6"
"72","MED15P3"
"73","LYZL2"
"74","ATP2C1"
"75","EEF1DP5"
"76","RPA2P3"
"77","MAPK6P2"
"78","AL121672.1"
"79","AL009178.1"
"80","LIX1-AS1"
"81","AL050403.2"
"82","SLC22A18"
"83","AC010409.2"
"84","AL358075.1"
"85","AL035634.1"
"86","AC044913.1"
"87","ACAT1"
"88","ESCO1"
"89","ZBTB45P1"
"90","AC006064.1"
"91","RPS15AP34"
"92","RPS26P35"
"93","LINC02079"
"94","JADE2"
"95","DAZAP1"
"96","AL137076.1"
"97","AC004471.2"
"98","EHD1"
"99","AC060764.1"
"100","FBXO36"
"101","RNU7-143P"
"102","AC003986.3"
"103","TMBIM6"
"104","AC019322.2"
"105","AL357312.1"
"106","LINC00466"
"107","AC007098.1"
"108","CAPN8"
"109","ARFIP2"
"110","THUMPD1"
"111","AC016903.1"
"112","AC133555.1"
"113","NPIPA3"
"114","RF02120"
"115","HMGB1P28"
"116","MIR4695"
"117","HMGN2P41"
"118","AC123900.1"
"119","AL050327.1"
"120","CPSF6"
"121","AC021504.1"
"122","LINC01299"
"123","AC096644.4"
"124","AC005277.1"
"125","GCOM2"
"126","RASAL2"
"127","TM4SF5"
"128","AL031736.2"
"129","TRIM4"
"130","DAO"
"131","AC144530.1"
"132","MIRLET7I"
"133","RN7SL634P"
"134","AC048382.4"
"135","AC109460.2"
"136","MIR500B"
"137","AC060814.3"
"138","MRPS21P9"
"139","SNURF"
"140","AL513122.2"
"141","ADCK2"
"142","STAB1"
"143","COPS5P1"
"144","ACTR8"
"145","TGFA-IT1"
"146","PARG"
"147","IGHV3-6"
"148","AL356863.1"
"149","AC021146.9"
"150","AL162171.2"
"151","AC096632.2"
"152","PHOX2B"
"153","RNU6-356P"
"154","RN7SL847P"
"155","AP003071.1"
"156","SYT10"
"157","DDX43P3"
"158","AC148477.3"
"159","AC016993.1"
"160","AC008543.1"
"161","AL592221.1"
"162","WDR5"
"163","BRI3"
"164","ZNF426"
"165","SNTN"
"166","PES1"
"167","AC009139.2"
"168","APH1A"
"169","BCAR3"
"170","AF131215.7"
"171","AL132819.1"
"172","UBE2FP2"
"173","AC008278.2"
"174","AC087286.1"
"175","PCDH12"
"176","RPL7P16"
"177","AC097535.2"
"178","AL512310.10"
"179","RPL26P29"
"180","AC128713.1"
"181","ECHS1"
"182","AP003396.5"
"183","BLVRB"
"184","AC104819.2"
"185","BCAR1P1"
"186","AL162574.3"
"187","SUSD6"
"188","SUGT1P2"
"189","AKR1C1"
"190","ASCL1"
"191","IGHV3OR16-13"
"192","AL450311.1"
"193","IGKJ2"
"194","GFM2"
"195","AL022328.1"
"196","AC104170.1"
"197","RPS10P27"
"198","AL732414.1"
"199","GAPDHP38"
"200","RPL31P57"
"201","CDAN1"
"202","RNU6-1214P"
"203","AC144568.2"
"204","AC007671.1"
"205","AC106799.3"
"206","AC061709.3"
"207","AC013726.1"
"208","ANKDD1B"
"209","INPP5E"
"210","EXTL2"
"211","AC105031.3"
"212","RNU6-280P"
"213","AC110615.1"
"214","LINC01541"
"215","GPR68"
"216","WWC2"
"217","IGHJ2P"
"218","AF305872.1"
"219","MVP"
"220","AP003774.2"
"221","HNRNPA1P71"
"222","RAB11AP2"
"223","AC005632.1"
"224","AL583835.2"
"225","AC109587.1"
"226","AL162395.1"
"227","EBF2"
"228","NSRP1"
"229","STK10"
"230","PHB2P1"
"231","SNORD115-12"
"232","SMIM10L2B-AS1"
"233","RN7SL860P"
"234","AL356740.1"
"235","BTBD6P1"
"236","RPL23AP85"
"237","AC007610.3"
"238","KRTAP8-2P"
"239","IRAK3"
"240","RNU6-906P"
"241","RPL21P50"
"242","AC091117.1"
"243","RPS29P20"
"244","MKS1"
"245","AL353807.4"
"246","HMGN2"
"247","TTC4P1"
"248","HLA-E"
"249","AC019226.1"
"250","UBE3C"
"251","RN7SL498P"
"252","LYPD4"
"253","AC068580.1"
"254","ARL5AP1"
"255","KLF6"
"256","TMC2"
"257","AC005618.1"
"258","KRT126P"
"259","PACS1"
"260","CCL7"
"261","AC096636.1"
"262","AC023051.1"
"263","AC099786.3"
"264","AL355075.4"
"265","ZNF414"
"266","AP000445.2"
"267","ARAFP1"
"268","ZNF716"
"269","ST7L"
"270","NF1P6"
"271","GTF3C6"
"272","Z68871.1"
"273","AC244517.10"
"274","TFIP11"
"275","RN7SL845P"
"276","SETD9"
"277","HAS3"
"278","DPEP3"
"279","ZC3H13"
"280","DRC7"
"281","RASSF2"
"282","AP006333.2"
"283","MPC1L"
"284","AL157932.1"
"285","HMGN2P28"
"286","RNU6-1156P"
"287","AL008707.1"
"288","AC013356.3"
"289","ATF6B"
"290","TNFSF11"
"291","JAZF1-AS1"
"292","PURPL"
"293","AL451050.2"
"294","SNORA79"
"295","SCARA5"
"296","ODF1"
"297","AC036222.1"
"298","CHUK"
"299","COX6C"
"300","LINC01584"
"301","AC125336.1"
"302","IDUA"
"303","OR2AH1P"
"304","AC104996.1"
"305","MTCYBP23"
"306","ITPRID2"
"307","COMMD7"
"308","AC108067.1"
"309","AC021074.1"
"310","EEF1A1"
"311","AC016027.2"
"312","AL160191.1"
"313","RN7SL571P"
"314","AC093151.2"
"315","CDK5R2"
"316","PGGT1BP2"
"317","LYPLA2P3"
"318","C7orf25"
"319","AC092143.3"
"320","MIR4488"
"321","OR10H3"
"322","AC008785.1"
"323","HSBP1"
"324","CCDC59"
"325","DANCR"
"326","AC005034.5"
"327","POLRMTP1"
"328","CX3CL1"
"329","BTF3P15"
"330","AC018761.1"
"331","HORMAD1"
"332","IGLV5-45"
"333","AP5B1"
"334","AK3P4"
"335","AL031846.2"
"336","AC034228.2"
"337","RFTN1P1"
"338","AC091390.3"
"339","TRIM5"
"340","TMIGD2"
"341","AC092953.2"
"342","AL359921.2"
"343","AC091133.5"
"344","AC011825.2"
"345","RPS7P14"
"346","ADGRE2"
"347","AL022324.3"
"348","OR4F7P"
"349","AC239800.3"
"350","LINC01873"
