"","x"
"1","MRPS21P6"
"2","AC090458.1"
"3","IGHV3-6"
"4","TRIM10"
"5","AGPAT4-IT1"
"6","RN7SKP168"
"7","AC127164.1"
"8","TLL1"
"9","MTND4LP14"
"10","MTCO2P23"
"11","BX248123.2"
"12","DYNC1I2"
"13","LINC00474"
"14","AC243829.5"
"15","HSFY3P"
"16","NMRK2"
"17","OR7H2P"
"18","SIX4"
"19","AC091117.1"
"20","SMIM23"
"21","NKX2-4"
"22","AP002449.1"
"23","PEX11G"
"24","RPSAP2"
"25","LINC00884"
"26","AC023906.3"
"27","XCR1"
"28","AC110751.1"
"29","ZC3H7B"
"30","HMGB1"
"31","MIR548Z"
"32","PIGY"
"33","SLU7"
"34","AC108066.1"
"35","RNU6ATAC23P"
"36","RNU7-18P"
"37","MIR503HG"
"38","SLC22A17"
"39","RNU6-1280P"
"40","ZNF513"
"41","AC245054.1"
"42","AC010141.2"
"43","EGOT"
"44","ZNF77"
"45","NPIPA5"
"46","AC245047.7"
"47","AC139426.3"
"48","LRP1B"
"49","CCDC69"
"50","TICAM2"
"51","AC015917.1"
"52","PTMAP1"
"53","USP44"
"54","AC245407.1"
"55","CTXN3"
"56","SRPRB"
"57","RF02197"
"58","GDI2"
"59","ARGFXP2"
"60","LSM1P1"
"61","MIR4782"
"62","AC022080.3"
"63","RPL17P46"
"64","AC093627.5"
"65","PABPC1P2"
"66","KRT18P23"
"67","AC008069.1"
"68","SNORD115-46"
"69","AC079331.2"
"70","MIR548AP"
"71","AC004943.1"
"72","RPL31P15"
"73","KCNMB2-AS1"
"74","AL132642.2"
"75","AC010406.1"
"76","MIR548H5"
"77","IGHV3OR16-12"
"78","IFT46"
"79","AC021074.3"
"80","MAP3K8"
"81","MIR6730"
"82","AFF3"
"83","AC018410.1"
"84","RN7SL464P"
"85","SNRNP25"
"86","AC091953.5"
"87","TNS4"
"88","MIR4499"
"89","SH3D19"
"90","UNG"
"91","AC021451.1"
"92","RN7SKP5"
"93","DENND5A"
"94","AC093155.2"
"95","ECEL1"
"96","PWWP2B"
"97","RNU6-826P"
"98","TDRKH-AS1"
"99","BICDL1"
"100","AC103563.3"
"101","AC217774.2"
"102","AC012362.1"
"103","AC026120.1"
"104","LINC00558"
"105","AC012158.2"
"106","MAP2K3"
"107","HES2"
"108","TSNAXIP1"
"109","AL512598.1"
"110","AC084017.1"
"111","RAI2"
"112","NRBP2"
"113","AC020611.2"
"114","ERH"
"115","AC008133.2"
"116","AL158840.1"
"117","AC020978.4"
"118","RPL12P10"
"119","C6orf15"
"120","RNU6-854P"
"121","DEFB106A"
"122","AP000696.1"
"123","AC074133.1"
"124","RPSAP68"
"125","RNA5SP253"
"126","RTN3P1"
"127","AC007370.1"
"128","TMEM178B"
"129","SPX"
"130","AC005703.3"
"131","AC244255.1"
"132","ICE2P1"
"133","OR13D1"
"134","KCTD9P5"
"135","PLEKHF2"
"136","AL353768.1"
"137","AC008554.1"
"138","SEC61A1"
"139","YJU2"
"140","ANKS3"
"141","LINC02362"
"142","CAMKK1"
"143","MTCO2P19"
"144","AC136624.1"
"145","CBY3"
"146","RN7SL660P"
"147","AC118754.2"
"148","ZNF91"
"149","TRAJ27"
"150","TUBBP11"
"151","ANAPC7"
"152","LINC01823"
"153","AL158850.1"
"154","AP000462.3"
"155","AC073591.1"
"156","LYSMD3"
"157","AC024267.6"
"158","INPP1"
"159","PDLIM1P4"
"160","RAET1L"
"161","AL731892.1"
"162","SS18L2P2"
"163","APOBEC3A"
"164","AC011498.1"
"165","AL121672.3"
"166","RNU6-419P"
"167","SLC29A4"
"168","AC015871.5"
"169","RHOA"
"170","AC004987.4"
"171","HIST1H2AE"
"172","AC055811.4"
"173","STAU2"
"174","RBM5-AS1"
"175","TRPC7"
"176","MIR4448"
"177","LINC00649"
"178","ALDH3B2"
"179","CTBP2P5"
"180","INTS6L-AS1"
"181","AC018529.1"
"182","AKR1C2"
"183","KRT18P56"
"184","IGHJ6"
"185","AL591468.1"
"186","RNU6-65P"
"187","OFD1P18Y"
"188","MYO9A"
"189","AL121873.1"
"190","AL450326.1"
"191","AL356981.1"
"192","AL365204.3"
"193","CRYGGP"
"194","RPL18AP17"
"195","AC010285.2"
"196","WFDC5"
"197","AC018752.1"
"198","F12"
"199","PGA5"
"200","NFE2L3P1"
"201","C10orf120"
"202","PAXBP1"
"203","RN7SL3"
"204","LINC02499"
"205","THBS1"
"206","ELL3"
"207","SSXP10"
"208","GUCD1"
"209","AC109495.1"
"210","CEP250"
"211","AC009977.1"
"212","RPS17P11"
"213","AC093802.1"
"214","LINC02224"
"215","AL691482.3"
"216","AC115989.1"
"217","PPP3CC"
"218","CCDC42"
"219","HMGCS1"
"220","TUBB8P10"
"221","CEBPB-AS1"
"222","GRB2"
"223","OR2G3"
"224","AC068987.3"
"225","CACHD1"
"226","AC037486.1"
"227","AC027458.1"
"228","AL592161.1"
"229","RNY4P3"
"230","RBPMS-AS1"
"231","ABCA4"
"232","AC099335.1"
"233","AC091492.1"
"234","AL049830.2"
"235","SNORD115-9"
"236","SLAMF1"
"237","AC022509.1"
"238","TSPY26P"
"239","AL136964.1"
"240","ASPSCR1"
"241","RPS3AP39"
"242","ELOCP22"
"243","UBR1"
"244","CICP18"
"245","AP003717.3"
"246","RNU6-366P"
"247","AL021368.2"
"248","KRT19P6"
"249","ADGRF5P1"
"250","FCF1"
"251","GOLGA2P5"
"252","INTS9"
"253","MED21"
"254","AL121656.1"
"255","MIRLET7A1"
"256","KRTAP23-1"
"257","LRIG2"
"258","AC147055.4"
"259","GPR135"
"260","UBE2L4"
"261","AP002380.1"
"262","ZNF723"
"263","AL022334.1"
"264","KL"
"265","SVOPL"
"266","FES"
"267","CPOX"
"268","SUOX"
"269","AC007237.1"
"270","AL049749.1"
"271","AL353748.1"
"272","AP001476.3"
"273","MTCO1P3"
"274","AC092747.2"
"275","AL513412.1"
"276","RPS8P4"
"277","LINC00856"
"278","PLOD2"
"279","AC093857.1"
"280","RASL11A"
"281","FAM110D"
"282","KRTAP20-1"
"283","AC027045.1"
"284","PTPN9"
"285","GPR63"
"286","RNU6-261P"
"287","FBXO16"
"288","LMBRD1"
"289","AL445220.1"
"290","AP003108.3"
"291","NPIPB7"
"292","ASTL"
"293","UROD"
"294","AC120036.2"
"295","AC097478.4"
"296","CPSF3"
"297","AL583835.2"
"298","AC006150.1"
"299","TRDN"
"300","AC093311.1"
"301","DTD1"
"302","FOXP1-AS1"
"303","KLC2"
"304","RN7SKP192"
"305","WFDC10B"
"306","AC022929.2"
"307","IGKV1-6"
"308","AC025884.1"
"309","RNU4ATAC3P"
"310","RF00569"
"311","RPL23AP45"
"312","LINC01517"
"313","LCAT"
"314","GTF2IP22"
"315","RNU6-116P"
"316","AL138787.2"
"317","AC023355.1"
"318","HOXD10"
"319","CACNB2"
"320","SMDT1"
"321","SNUPN"
"322","OSBPL10-AS1"
"323","NAV2"
"324","ZNF282"
"325","AC234781.1"
"326","TMSB4XP2"
"327","MAP2K5"
"328","KRT8P14"
"329","AL773545.1"
"330","AC114271.1"
"331","RN7SL108P"
"332","PLCE1"
"333","MMUT"
"334","VWF"
"335","AL158212.4"
"336","AC106895.1"
"337","AC100832.1"
"338","MIR4482"
"339","PLCB1"
"340","AC093668.1"
"341","RNU1-104P"
"342","RNU6-479P"
"343","PHKA1P1"
"344","RPL21P107"
"345","ANO2"
"346","GAPDHP39"
"347","DNASE1L1"
"348","PDCD7"
"349","UNC5B-AS1"
"350","DDX10P2"
"351","AC022039.1"
"352","AMY1C"
"353","AP001412.1"
"354","FP325318.1"
"355","FAM32A"
"356","LINC01588"
"357","SLC34A1"
"358","PPP1R21"
"359","AC007637.1"
"360","SNORD116-5"
"361","SPATA13-AS1"
"362","DUBR"
"363","AL354890.1"
"364","RBMY1HP"
"365","SH3TC2"
"366","AC022150.4"
"367","AF001548.2"
"368","SHISA3"
"369","AL590084.2"
"370","TBX22"
"371","MIR499A"
"372","FAM219B"
"373","AC005920.4"
"374","RNA5SP353"
"375","DDX18P6"
"376","TPM3P8"
"377","CTBP2P8"
"378","RGS10"
"379","MIR1302-3"
"380","SPDYE10P"
"381","OR5A1"
"382","HSPE1P21"
"383","CR383656.6"
"384","AL807752.2"
"385","KIAA0895LP1"
"386","AC005324.5"
"387","ZNF574"
"388","RNU6-681P"
"389","HLA-E"
"390","CYS1"
"391","HMGA1P5"
"392","PRR7-AS1"
"393","MIR548AC"
"394","GSS"
"395","WARS"
"396","RPL29P23"
"397","SV2C"
"398","AC021393.1"
"399","RPL36AP43"
"400","AC104457.2"
"401","AC007182.2"
"402","RNU6-544P"
"403","AC080125.1"
"404","ZNF37BP"
"405","USP50"
"406","MIR4656"
"407","SNORA2C"
"408","C5orf24"
"409","AL354989.2"
"410","VEPH1"
"411","LINC01018"
"412","LINC00313"
"413","RNU11-5P"
"414","AL080273.1"
"415","AC002350.1"
"416","AC091588.2"
"417","NDUFA12"
"418","ELMO1"
"419","RNU7-34P"
"420","LOXL3"
"421","RPL21P39"
"422","B3GNT6"
"423","AC006963.1"
"424","RPL18"
"425","DACH1"
"426","AC091073.1"
"427","AKR1C1"
"428","AC103834.1"
"429","TRAV13-1"
"430","SMIM18"
"431","ZBTB1"
"432","CDY19P"
"433","MTND5P28"
"434","SBSPON"
"435","VCPKMT"
"436","AC011008.1"
"437","AC109460.4"
"438","BX322784.1"
"439","AC009720.1"
"440","FLRT1"
"441","AC016751.2"
"442","AC091769.1"
"443","RPL7P60"
"444","AC097347.1"
"445","RNU6-1168P"
"446","AL355297.2"
"447","RN7SL683P"
"448","AC093458.2"
"449","RN7SL26P"
"450","AL034399.2"
"451","METTL26"
"452","ZC3H12B"
"453","AC004540.1"
"454","AP004290.1"
"455","SRP9P1"
"456","KRT18P16"
"457","RNU7-119P"
"458","AL157834.1"
"459","RPL34-AS1"
"460","AC092745.2"
"461","RNU6-195P"
"462","IGHV1-69"
"463","AC008758.2"
"464","SPPL2B"
"465","PLIN4"
"466","AL589765.2"
"467","AC090753.1"
"468","SH3BGRL3"
"469","AC079336.7"
"470","RCC2P2"
"471","RBPMS2"
"472","ECEL1P3"
"473","C13orf42"
"474","AL136097.2"
"475","C17orf64"
"476","AL662890.1"
"477","AL606534.3"
"478","CELA2A"
"479","TTTY6B"
"480","AL353726.2"
"481","SNORA37"
"482","AC073896.3"
"483","BTNL8"
"484","RNA5SP486"
"485","IGLV2-34"
"486","AL121834.1"
"487","AC069281.2"
"488","AC110800.1"
"489","STAB2"
"490","GNAI2P1"
"491","CDY2B"
"492","E2F3P2"
"493","TPTE2"
"494","OR5AN1"
"495","AL391813.1"
"496","KLF2P2"
"497","ALOX15"
"498","FXYD5"
"499","RNU6-730P"
"500","PTH2R"
"501","CCDC85B"
"502","OSTN-AS1"
"503","RPS27AP9"
"504","RALGDS"
"505","AC139530.3"
"506","AC245088.2"
"507","AC009505.1"
"508","AC073648.1"
"509","LINC01410"
"510","NTF6A"
"511","SPINT5P"
"512","IGHV3OR16-6"
"513","SLC4A1AP"
"514","RPS12P27"
"515","PRPF38AP2"
"516","AC010536.3"
"517","ARPC1A"
"518","COTL1P1"
"519","AL512353.2"
"520","SNORA1"
"521","PROX1-AS1"
"522","CCDC105"
"523","HADHA"
"524","AC005832.4"
"525","MIR548AD"
"526","RPS7P2"
"527","AC006942.1"
"528","MTMR14"
"529","AC100821.2"
"530","CNR1"
"531","GRPEL2-AS1"
"532","CTSW"
"533","LINC02294"
"534","REG3A"
"535","AL031666.3"
"536","AC112777.1"
"537","ARHGAP20"
"538","LINC00411"
"539","OR4A2P"
"540","AL691426.1"
"541","AC092754.1"
"542","MIR589"
"543","OR7E21P"
"544","LIPK"
"545","AP003086.2"
"546","RNU6-682P"
"547","RPL23AP14"
"548","AP1M1"
"549","CDC42EP3P1"
"550","C6orf62"
"551","EXTL3"
"552","VN2R1P"
"553","BTF3P15"
"554","SFN"
"555","AC021683.4"
"556","AL049714.1"
"557","TUBA3FP"
"558","ITLN1"
"559","NOS2P3"
"560","RARRES3"
"561","AC006262.2"
"562","AC008065.1"
"563","ITGA9-AS1"
"564","RN7SL793P"
"565","AC009065.5"
"566","PDXDC2P"
"567","SH3BP2"
"568","RNU7-19P"
"569","CYP4F22"
"570","MYO1B"
"571","UQCC1"
"572","RNU6-1006P"
"573","FNDC9"
"574","CCDC181"
"575","BACH2"
"576","AL136084.1"
"577","AC022211.1"
"578","GTF2IP20"
"579","KRT18P42"
"580","OR5K1"
"581","NDFIP1P1"
"582","MTCO1P14"
"583","ACTBP7"
"584","AC107464.3"
"585","LTK"
"586","AC068643.1"
"587","AURKB"
"588","IGKV1OR22-5"
"589","MTND4P17"
"590","AC011451.1"
"591","AL591503.1"
"592","LINC01901"
"593","IGKV2D-26"
"594","RNU6-1256P"
"595","MIR4675"
"596","MIR148B"
"597","TRBJ2-2P"
"598","AL121787.1"
"599","AC013701.1"
"600","AL513548.1"
"601","EFCAB14-AS1"
"602","MRPS17P9"
"603","MEMO1P4"
"604","RBFOX2"
"605","AC007950.3"
"606","OR2AJ1"
"607","ZNF707"
"608","AC093734.1"
"609","AC011511.2"
"610","LIG1"
"611","ZNF70P1"
"612","DARS-AS1"
"613","RWDD3"
"614","SUGP2"
"615","ZNRF3-IT1"
"616","KIAA1211L"
"617","AC079336.6"
"618","CHRNB1"
"619","AC092138.1"
"620","AL118556.1"
"621","TSPY16P"
"622","RNU6-373P"
"623","LINC00240"
"624","LINC02038"
"625","HCG4B"
"626","AC015468.1"
"627","SNORA1B"
"628","GRIA1"
"629","MIF-AS1"
"630","AC005702.3"
"631","RPS23P8"
"632","RNA5SP188"
"633","RN7SL591P"
"634","AC012409.1"
"635","RN7SL648P"
"636","AC021590.1"
"637","HNRNPA1P55"
"638","AC011458.2"
"639","SUPT4H1P1"
"640","IKBKE"
"641","UQCRHL"
"642","RPL15P4"
"643","EFCAB12"
"644","PATZ1"
"645","LINC00343"
"646","CHN2"
"647","AC124276.2"
"648","MTCO2P34"
"649","AC007216.3"
"650","AC090907.2"
"651","TRMT1"
"652","AC128687.1"
"653","AL358781.2"
"654","AC091982.1"
"655","ITCH-AS1"
"656","CCDC144B"
"657","HLA-DRB5"
"658","LINC02492"
"659","TRAV25"
"660","AL445933.2"
"661","AC135048.1"
"662","AC006305.3"
"663","RPS7P12"
"664","RNA5SP218"
"665","RNU6-670P"
"666","AC007785.1"
"667","RNU6-916P"
"668","ZDHHC17"
"669","ST13P11"
"670","MIR7106"
"671","AC092120.2"
"672","CD300C"
"673","CCR2"
"674","FBXO40"
"675","AL031008.1"
"676","AC008121.3"
"677","AL121970.1"
"678","TAAR1"
"679","CCDC6"
"680","WIZP1"
"681","AC009159.2"
"682","RN7SL705P"
"683","DGKG"
"684","AL357078.1"
"685","AC019070.1"
"686","SPEM2"
"687","AC092896.1"
"688","LINC01732"
