"","x"
"1","OR10H3"
"2","AC008785.1"
"3","HSBP1"
"4","CCDC59"
"5","DANCR"
"6","AC005034.5"
"7","POLRMTP1"
"8","CX3CL1"
"9","BTF3P15"
"10","AC018761.1"
"11","HORMAD1"
"12","IGLV5-45"
"13","AP5B1"
"14","AK3P4"
"15","AL031846.2"
"16","AC034228.2"
"17","RFTN1P1"
"18","AC091390.3"
"19","TRIM5"
"20","TMIGD2"
"21","AC092953.2"
"22","AL359921.2"
"23","AC091133.5"
"24","AC011825.2"
"25","RPS7P14"
"26","ADGRE2"
"27","AL022324.3"
"28","OR4F7P"
"29","AC239800.3"
"30","LINC01873"
"31","MIR660"
"32","RNU6-329P"
"33","CDH12P1"
"34","CT47B1"
"35","AC233280.1"
"36","CASKIN1"
"37","RNU7-167P"
"38","SCARNA14"
"39","GUSBP6"
"40","MAN1B1-DT"
"41","ADCY4"
"42","HS3ST3B1"
"43","OR7E89P"
"44","RNA5SP258"
"45","BAZ1B"
"46","TNPO2"
"47","AP005019.3"
"48","AC055716.1"
"49","REELD1"
"50","EIF3I"
"51","NPAS3"
"52","KRTAP9-12P"
"53","MIR526A1"
"54","PDIK1L"
"55","TTLL8"
"56","COL15A1"
"57","NOP2"
"58","CHP1"
"59","AC005005.4"
"60","ARMC10P1"
"61","AC007485.2"
"62","AP000757.2"
"63","AC025165.3"
"64","ACSL4"
"65","OAS1"
"66","AC022075.1"
"67","AL049780.3"
"68","TMEM114"
"69","LINC01445"
"70","MTND4P14"
"71","SPPL2A"
"72","AC092431.1"
"73","MUC17"
"74","CCDC160"
"75","EDF1"
"76","MTND5P16"
"77","AC053503.6"
"78","SNRPEP4"
"79","AC093840.1"
"80","AC092296.1"
"81","AC007347.2"
"82","AC103564.3"
"83","FBXL13"
"84","RNASEH1-AS1"
"85","AC011755.1"
"86","RNA5SP276"
"87","AC233724.11"
"88","RPL36A"
"89","CDHR5"
"90","AC136475.2"
"91","AC087393.2"
"92","LINC00656"
"93","GNG12-AS1"
"94","AC010809.3"
"95","AL353597.2"
"96","RN7SKP193"
"97","SURF6"
"98","AL035417.2"
"99","AL034374.1"
"100","GABRB1"
"101","APOBEC3AP1"
"102","RN7SKP111"
"103","TOLLIP-AS1"
"104","NEXMIF"
"105","SARDH"
"106","STIM2"
"107","RDM1P4"
"108","RNA5SP245"
"109","CSKMT"
"110","RFPL4AP6"
"111","MCIDAS"
"112","PLEKHN1"
"113","AL512430.2"
"114","AL157791.1"
"115","ROBO2P1"
"116","MED27"
"117","FUNDC2"
"118","HMGN1P36"
"119","AL023773.2"
"120","RNU6-348P"
"121","MTND2P20"
"122","LINC02112"
"123","AC092142.1"
"124","AL358933.1"
"125","SOAT2"
"126","AL356052.1"
"127","SPATA22"
"128","SOCS5"
"129","PCDHGB1"
"130","AC015849.2"
"131","AL359924.1"
"132","AC008738.4"
"133","ELP5"
"134","AP001269.2"
"135","PRR3"
"136","AC015912.2"
"137","AC098617.1"
"138","AL133368.1"
"139","KRT8P7"
"140","AC079987.1"
"141","BECN1P2"
"142","SOSTDC1"
"143","FGFR2"
"144","UTP11"
"145","RPL12P45"
"146","ANKRD17"
"147","RNU6-753P"
"148","AMD1"
"149","NCL"
"150","AC073346.2"
"151","TRIM53AP"
"152","AL353593.2"
"153","ZNF860"
"154","CTNNAL1"
"155","RNU6-552P"
"156","AC092634.1"
"157","TMC1"
"158","AC008280.1"
"159","PAGE2B"
"160","NEBL"
"161","AC114402.2"
"162","NUP58P1"
"163","MIR1302-7"
"164","OR10V1"
"165","P3H1"
"166","AC108451.2"
"167","EIF5AL1"
"168","RNU1-128P"
"169","AC004884.1"
"170","ZDHHC17"
"171","AL359682.1"
"172","RNA5SP264"
"173","KHDC4"
"174","TUBA1C"
"175","AC092384.3"
"176","TTBK1"
"177","AC027613.1"
"178","AC090386.2"
"179","RPL38P4"
"180","WBP2P1"
"181","A2M"
"182","LINC01729"
"183","ALDH6A1"
"184","AL031651.1"
"185","AL122034.1"
"186","ZNF800"
"187","EBP"
"188","MIR3179-2"
"189","STH"
"190","TIPRL"
"191","NACAP2"
"192","AP002512.2"
"193","MRPL45P1"
"194","AL683807.2"
"195","AC104260.1"
"196","RPL7P55"
"197","LIME1"
"198","LINC02519"
"199","SOCS2P1"
"200","OR8B4"
"201","UHRF1BP1"
"202","FABP5P12"
"203","AL110118.1"
"204","AC007292.1"
"205","RPSAP47"
"206","UBA3"
"207","GJD2"
"208","MIR3670-2"
"209","AC010733.2"
"210","HINT2"
"211","CASK-AS1"
"212","SRSF4"
"213","AL355112.1"
"214","RNU1-1"
"215","INHBC"
"216","AC104012.1"
"217","CLPTM1"
"218","RNU6-1145P"
"219","PRPF19P1"
"220","SPINK4"
"221","CDK11B"
"222","C11orf74"
"223","AC105411.1"
"224","AC116407.4"
"225","FKBP15"
"226","TRAF6P1"
"227","SIKE1"
"228","AP003086.3"
"229","SLC16A14P1"
"230","GTF2IRD2P1"
"231","ZNF300"
"232","AC005832.1"
"233","LINC01605"
"234","MIR3174"
"235","TRDV3"
"236","LINC01833"
"237","TMF1P1"
"238","ALG1L"
"239","AC117409.1"
"240","CLK3P2"
"241","RN7SL851P"
"242","AC008555.7"
"243","TMSB4X"
"244","LYZL6"
"245","AL732314.4"
"246","FNDC3B"
"247","CYP4F12"
"248","ADCK2"
"249","INO80C"
"250","OR1X5P"
"251","USP9YP21"
"252","RN7SL155P"
"253","AL138889.1"
"254","SH2D1A"
"255","AC138512.1"
"256","LINC00945"
"257","KDM5D"
"258","CR392039.4"
"259","PHBP21"
"260","EIF4A1P8"
"261","LINC01197"
"262","HIST1H2AC"
"263","TUSC7"
"264","LRRC55"
"265","DMWD"
"266","AC110998.1"
"267","RPS18P9"
"268","MAST4-IT1"
"269","AC011978.2"
"270","ACTR5"
"271","NHLRC1"
"272","PCDHGB6"
"273","AL137230.2"
"274","FCRL4"
"275","AC026320.2"
"276","AC112721.1"
"277","AL133370.2"
"278","AC103409.1"
"279","LINC01684"
"280","AC007163.1"
"281","RN7SL505P"
"282","RSL24D1P8"
"283","AC114954.1"
"284","AC009097.2"
"285","FO681492.1"
"286","AP000640.1"
"287","AC034223.2"
"288","AL136368.1"
"289","RN7SL376P"
"290","AC010907.1"
"291","SMIM3"
"292","LINC00311"
"293","AL133270.1"
"294","WDR37"
"295","EFCAB13"
"296","AC007342.1"
"297","ACTL6B"
"298","AC008443.4"
"299","PIPOX"
"300","TUBB1P2"
"301","FAM223B"
"302","GNE"
"303","ERAP1"
"304","AL606490.8"
"305","GRK7"
"306","FBXW4"
"307","AL138880.1"
"308","MIR1262"
"309","TNFAIP1"
"310","TNIP1"
"311","AC091212.1"
"312","APOBEC2"
"313","ACAT1"
"314","PTH1R"
"315","RNU7-3P"
"316","VTI1A"
"317","PPIAP69"
"318","CYP4F11"
"319","RPL7P50"
"320","EEF1A1P22"
"321","AC105105.3"
"322","AC007637.1"
"323","POU6F2-AS2"
"324","AC093844.1"
"325","HSPA9"
"326","RPS27P1"
"327","AC132068.1"
"328","RPL32P9"
"329","TGIF2LY"
"330","MKNK1"
"331","DAP3P2"
"332","AC098862.1"
"333","AC105339.3"
"334","AC093627.7"
"335","AP001453.2"
"336","KLKP1"
"337","RNU6-270P"
"338","AC040914.1"
"339","EFNA5"
"340","TUBB8P7"
"341","AC026992.1"
"342","RNU6-1200P"
"343","GABRG3-AS1"
"344","AC002368.1"
"345","UCN3"
"346","RNU6-312P"
"347","C6orf62"
"348","NAA25"
"349","AC034105.4"
"350","EIF4HP2"
