"","x"
"1","RNU6-150P"
"2","TGFBI"
"3","PPFIA3"
"4","AL354984.1"
"5","DND1P1"
"6","AL121672.1"
"7","PES1"
"8","AC114760.1"
"9","AC124854.1"
"10","DDX23"
"11","AC242426.2"
"12","RPL23AP88"
"13","MTND5P35"
"14","RRAGC"
"15","NBPF8"
"16","CD151"
"17","AL162400.1"
"18","PLOD2"
"19","AC008572.1"
"20","AC092953.2"
"21","TM9SF3"
"22","ARIH2"
"23","C6orf201"
"24","MIR6736"
"25","AC027176.1"
"26","ZBTB20-AS3"
"27","MFSD8"
"28","CAPS2"
"29","RN7SL847P"
"30","CCNL2"
"31","SERINC3"
"32","TAS2R46"
"33","IGLV3-29"
"34","IMMTP1"
"35","AL024498.1"
"36","PLBD1"
"37","RN7SL820P"
"38","SLC37A4"
"39","AL033528.2"
"40","HTRA2"
"41","RHBDL3"
"42","HIGD1AP13"
"43","G3BP1"
"44","DLX2-DT"
"45","AC008897.1"
"46","AL512422.1"
"47","TRBV17"
"48","COMMD10"
"49","HIST1H4B"
"50","AL161757.2"
"51","MIR6895"
"52","ACP1"
"53","AC063965.1"
"54","AC027312.1"
"55","AL139022.2"
"56","SPAG5-AS1"
"57","RNA5SP498"
"58","LINC02182"
"59","ANKRD18B"
"60","NUDT12"
"61","AC136777.1"
"62","FOXK2"
"63","HMGCS2"
"64","TARDBPP2"
"65","MIR7975"
"66","AC023827.1"
"67","ADD3"
"68","SNRPCP16"
"69","AC074366.1"
"70","LIPG"
"71","AC006042.4"
"72","RN7SL618P"
"73","NENFP2"
"74","AC137695.2"
"75","AFM"
"76","FAM166B"
"77","LRRC37A2"
"78","C11orf95"
"79","OR5H2"
"80","AC016687.1"
"81","AL139161.2"
"82","FAM230E"
"83","APOBEC3G"
"84","TST"
"85","RNU6-1291P"
"86","ZNF622"
"87","AC114689.1"
"88","AKR7L"
"89","C10orf91"
"90","RN7SKP94"
"91","RELL2"
"92","AL512791.1"
"93","LINC01677"
"94","AACSP1"
"95","FTH1P6"
"96","RNU6-1055P"
"97","AC032019.1"
"98","DPH5"
"99","HCLS1"
"100","NRG3-AS1"
"101","AC138894.4"
"102","AC005692.1"
"103","PATZ1"
"104","MANSC4"
"105","KLHL41"
"106","AC012123.2"
"107","AC069503.2"
"108","AC007557.2"
"109","AC093503.1"
"110","AC110769.3"
"111","ARVCF"
"112","GPR148"
"113","MRPL20P1"
"114","OAS3"
"115","AL133464.1"
"116","LINC01737"
"117","AC110053.1"
"118","FO393412.1"
"119","BX322234.1"
"120","OR8C1P"
"121","AL359643.3"
"122","MS4A5"
"123","AC006213.3"
"124","EXOC2"
"125","AC092376.2"
"126","MIR1468"
"127","AP000542.1"
"128","LINC02200"
"129","OR10V2P"
"130","RCN3"
"131","SEMA3G"
"132","AC005336.2"
"133","AADACL2"
"134","SNORD19C"
"135","TNFSF14"
"136","C2CD6"
"137","SLC25A39"
"138","AL162376.1"
"139","RPL13AP7"
"140","AC103968.1"
"141","HOXC12"
"142","RHOB"
"143","VENTXP1"
"144","AC068620.1"
"145","LUM"
"146","AC018553.1"
"147","NCKAP5L"
"148","UTF1"
"149","IFNG-AS1"
