"","x"
"1","BEND2"
"2","AC079597.1"
"3","SCARNA23"
"4","GASK1A"
"5","YME1L1"
"6","AC091135.1"
"7","SOS1"
"8","AC091868.2"
"9","RPS12P23"
"10","OR1P1"
"11","AC011462.5"
"12","AC022523.2"
"13","IGLJ2"
"14","ACOXL-AS1"
"15","AC010967.2"
"16","TRIM24"
"17","HMBS"
"18","AC145146.1"
"19","PRDM8"
"20","AL450270.1"
"21","GZMK"
"22","AC087667.1"
"23","ILKAP"
"24","AL354718.3"
"25","GCNT2"
"26","SS18L2P2"
"27","CYCSP55"
"28","RNMT"
"29","SEM1P1"
"30","LINC00293"
"31","AC015818.9"
"32","LMF2"
"33","AC104758.2"
"34","PACSIN3"
"35","DSG1-AS1"
"36","AC022098.1"
"37","AC005304.3"
"38","SLC34A2"
"39","AL691432.3"
"40","AC069499.1"
"41","AC090739.1"
"42","MIR6867"
"43","TMEM92-AS1"
"44","LINC01981"
"45","AC013448.2"
"46","AC113167.1"
"47","AC112219.2"
"48","RNU6-1056P"
"49","AP004607.2"
"50","KCNJ9"
"51","ALG1L"
"52","NCOA4P2"
"53","AC010333.2"
"54","RNU6ATAC14P"
"55","ZNF121"
"56","AC007861.1"
"57","AC098484.2"
"58","SLC25A36P1"
"59","AC093732.1"
"60","AC148477.6"
"61","SLC10A4"
"62","ELOA3D"
"63","OR13Z3P"
"64","UGT2B4"
"65","SNORD56"
"66","TMEM170B"
"67","AL606530.1"
"68","AL157413.1"
"69","AL079352.1"
"70","RNU6-751P"
"71","RN7SL656P"
"72","MAGEB17"
"73","SIAH2"
"74","RPS20P14"
"75","AL133241.1"
"76","AC008175.1"
"77","CCNK"
"78","RNU2-7P"
"79","AL133373.2"
"80","MDS2"
"81","MIR4633"
"82","FTH1P1"
"83","AC092683.1"
"84","AC113191.1"
"85","AC020907.2"
"86","LINC01849"
"87","TCEA1P3"
"88","C2orf27AP3"
"89","RPS20P4"
"90","CSNK1A1P3"
"91","AC005324.6"
"92","AC004004.1"
"93","CABLES2"
"94","AC106820.5"
"95","HES7"
"96","RNA5SP347"
"97","ZNF829"
"98","LINC02623"
"99","AP003559.1"
"100","AL137246.1"
"101","FBXO47"
"102","MIR4529"
"103","OR4V1P"
"104","YIF1A"
"105","LAMP3"
"106","AP002802.2"
"107","DERL1"
"108","CLEC12A"
"109","RNU6-445P"
"110","RN7SL564P"
"111","AL732372.1"
"112","ADHFE1"
"113","LYRM1"
"114","BEAN1-AS1"
"115","MKNK2P1"
"116","RNU6-953P"
"117","HIRAP1"
"118","AC104365.2"
"119","LINC02620"
"120","RNU6-532P"
"121","RNU6-567P"
"122","RNU6-1264P"
"123","EPN3"
"124","CNN3P1"
"125","AC026362.1"
"126","AL512383.1"
"127","RMDN1"
"128","OSBPL9P5"
"129","PRR13P2"
"130","IGF1R"
"131","RN7SL215P"
"132","CARD19"
"133","PPFIA2"
"134","DOCK4-AS1"
"135","ENO4"
"136","AC018797.2"
"137","RN7SL156P"
"138","DIP2A-IT1"
"139","TRIM69"
"140","AL356273.1"
"141","EFL1P1"
"142","HIGD1AP1"
"143","AC068898.1"
"144","BAMBI"
"145","RNU6-617P"
"146","CYCSP10"
"147","AC084768.1"
"148","KIF26B"
"149","AC245036.2"
"150","AC040963.1"
"151","AC111193.1"
"152","SNORD11B"
"153","PA2G4P2"
"154","SOCS2P2"
"155","PLA2G16"
"156","AC011840.2"
"157","UBAP1L"
"158","RPL15P13"
"159","TAGLN3"
"160","AL512656.1"
"161","AC060766.6"
"162","AC011447.5"
"163","AC092628.1"
"164","ZNF367"
"165","AC129492.5"
"166","FLAD1"
"167","AC010275.1"
"168","AC092910.3"
"169","LINC00390"
"170","AL589684.1"
"171","AC009093.7"
"172","RNA5SP155"
"173","AL355816.1"
"174","IGKV2D-29"
"175","MIR1268A"
"176","AC025741.1"
"177","DBNL"
"178","AC093525.1"
"179","AC021483.2"
"180","GINS1"
"181","RALYL"
"182","ZNF541"
"183","SMARCD2"
"184","ART4"
"185","AC068672.1"
"186","PLCD4"
"187","CHD6"
"188","AL008987.1"
