"","x"
"1","AC011840.1"
"2","RUFY4"
"3","MIR122HG"
"4","AC105393.1"
"5","TNFAIP8L3"
"6","ATP5PDP2"
"7","AC092809.4"
"8","DLX1"
"9","RF01992"
"10","AP003392.1"
"11","AC013549.3"
"12","RNU6-677P"
"13","AC105219.3"
"14","PVALEF"
"15","AL353732.1"
"16","PARN"
"17","EEF1B2P7"
"18","RPL5P30"
"19","RNF219"
"20","Z92846.1"
"21","RNF115"
"22","AP005380.1"
"23","RN7SKP293"
"24","ATAD2"
"25","AC111182.1"
"26","SLC7A3"
"27","AL353780.1"
"28","AC020661.1"
"29","RASA2-IT1"
"30","AC091868.2"
"31","AP001858.1"
"32","AC136475.1"
"33","AC008567.2"
"34","ZSCAN20"
"35","MIR4731"
"36","SNORD12"
"37","FABP5P4"
"38","PANX2"
"39","GMIP"
"40","AC025283.1"
"41","AF038458.3"
"42","AC068831.6"
"43","LINC00866"
"44","SNORA71C"
"45","AC025755.1"
"46","AL356489.2"
"47","CD80"
"48","KRT8P35"
"49","ZNF970P"
"50","COL8A2"
"51","AC012414.4"
"52","RNU6-174P"
"53","MIR4660"
"54","KY"
"55","MIR520G"
"56","FAM86C1"
"57","RPL12P40"
"58","NEFM"
"59","AARSP1"
"60","TPI1P3"
"61","C11orf72"
"62","ACAN"
"63","AC087276.2"
"64","AC096541.1"
"65","ANKRD18CP"
"66","IL22"
"67","AC128677.1"
"68","DAP3P2"
"69","AC025449.1"
"70","AC012618.3"
"71","AC005899.7"
"72","MIR3680-2"
"73","NAP1L5"
"74","SNX3P1Y"
"75","AC013264.1"
"76","LINC01723"
"77","RPL21P112"
"78","SCARNA4"
"79","MIR4748"
"80","AL365357.1"
"81","RN7SL833P"
"82","AC084116.1"
"83","RPL13P12"
"84","AP001453.2"
"85","RNU6-1318P"
"86","PRAMEF32P"
"87","KRT8P50"
"88","IKZF5"
"89","RPSAP68"
"90","AL360182.2"
"91","MIR1260A"
"92","EML2"
"93","RPL26P26"
"94","AC145207.9"
"95","ECH1"
"96","RPL7P54"
"97","AC006026.1"
"98","AC009055.1"
"99","ZNF93"
"100","LINC00663"
"101","TERF1"
"102","CEP135"
"103","OR11M1P"
"104","RGS1"
"105","GAS6-AS1"
"106","RNU6-344P"
"107","GNGT1"
"108","BAALC-AS1"
"109","RPL5P8"
"110","CEP78"
"111","CX3CR1"
"112","SNORD115-46"
"113","TPT1P8"
"114","PDE6B"
"115","AC099677.1"
"116","SIPA1L3"
"117","AC063976.1"
"118","AC073621.1"
"119","AL161616.1"
"120","AC004009.2"
"121","AC009690.1"
"122","AC116655.1"
"123","AC079385.3"
"124","SNRPEP7"
"125","LINC02272"
"126","NCAPG"
"127","AC078857.1"
"128","AMD1P2"
"129","OSTN-AS1"
"130","AC025257.1"
"131","AC138832.1"
"132","CDYL2"
"133","CHKB-DT"
"134","TMEM239"
"135","SPNS3"
"136","ADAM23"
"137","RN7SKP257"
"138","TCF3"
"139","PHBP15"
"140","AC064799.1"
"141","AC010326.2"
"142","TRIM21"
"143","PTGES3P2"
"144","MRPL35P2"
"145","DCLK3"
"146","AL133368.2"
"147","AC012507.2"
"148","AL139240.1"
"149","AC124067.4"
"150","RNU6-725P"
"151","AC108063.1"
"152","PLCB3"
"153","ATP5MGP5"
"154","ARPC5L"
"155","AC015722.1"
"156","TAF2"
"157","RNA5SP278"
"158","PDGFRB"
"159","AL589986.2"
"160","TFB1M"
"161","AC008489.1"
"162","SOAT1"
"163","AL096814.1"
"164","PGM5P4-AS1"
