"","x"
"1","AC074117.1"
"2","TMEM121"
"3","AC015853.3"
"4","ANKS1A"
"5","EIF4A1P12"
"6","C2orf69P1"
"7","AL031313.1"
"8","NICN1"
"9","AL078601.1"
"10","HIGD1A"
"11","RSF1"
"12","AC131238.1"
"13","SNORD116-1"
"14","RNU6-1062P"
"15","TMOD1"
"16","RPL7AP72"
"17","AL050403.2"
"18","RF00136"
"19","MSRB1"
"20","STSP1"
"21","AL139383.1"
"22","OR2L5"
"23","MIR8087"
"24","PKN3"
"25","AL078604.3"
"26","DGKK"
"27","IGHJ6"
"28","AC105429.2"
"29","FP565260.6"
"30","SNORD3B-1"
"31","EIF3I"
"32","EFL1"
"33","PSG8"
"34","C5orf17"
"35","CES1P2"
"36","AC007546.1"
"37","MSANTD2P1"
"38","AC068135.2"
"39","AC023157.2"
"40","MAGED1"
"41","AC104332.1"
"42","AC124944.2"
"43","ANKRD40"
"44","AL162171.1"
"45","AL713999.1"
"46","CCDC13-AS1"
"47","RPL35P4"
"48","AC005962.1"
"49","OR13D1"
"50","LINC01626"
"51","MMP12"
"52","AC125421.1"
"53","NDUFAF4P4"
"54","SNX27"
"55","HTRA2"
"56","COX6CP15"
"57","HIGD1AP13"
"58","AC108467.1"
"59","AL355310.3"
"60","GAPDHP42"
"61","DNAI1"
"62","NOTO"
"63","AC018634.1"
"64","CINP"
"65","MTCO1P44"
"66","MYL6P3"
"67","AC092801.1"
"68","GINS1"
"69","AC140658.5"
"70","ATXN7L1"
"71","MTCO1P22"
"72","AL162724.1"
"73","Z75741.1"
"74","ANKRD36"
"75","RNU6-1"
"76","CLN8"
"77","AC010907.2"
"78","SLC35F2"
"79","EIF4ENIF1"
"80","DIMT1P1"
"81","LINC01992"
"82","OLFML2B"
"83","SNRPGP2"
"84","RANBP3"
"85","UBE2E1-AS1"
"86","AC004840.2"
"87","IER5L"
"88","AC103563.8"
"89","GABRA4"
"90","MIR668"
"91","PCDH11Y"
"92","AC114489.1"
"93","AC093787.1"
"94","AC092902.1"
"95","MRPL57"
"96","HOXB5"
"97","RNU6-1256P"
"98","ITGAL"
"99","AC073316.3"
"100","AL162412.1"
"101","RGR"
"102","MTND4P35"
"103","OPCML-IT1"
"104","AL645820.1"
"105","OR1N1"
"106","LRRTM1"
"107","POFUT1"
"108","HIST1H1PS2"
"109","PLA2G5"
"110","UNGP3"
"111","AC072046.1"
"112","TAF4B"
"113","PCDHA1"
"114","SLC5A9"
"115","PPY2P"
"116","SLC17A5"
"117","TRIM36"
"118","ATP6AP2"
"119","AC098679.1"
"120","SSU72"
"121","SLC28A2"
"122","HNRNPA3P13"
"123","LINC02325"
"124","TMEM18"
"125","ZNF788P"
"126","ZDHHC9"
"127","AC006435.4"
"128","ASZ1"
"129","AC120024.4"
"130","AC107083.1"
"131","ZNF446"
"132","SERTAD2"
"133","AC107375.1"
"134","RGMB-AS1"
"135","IBSP"
"136","AP001094.2"
"137","AC123912.4"
"138","RPL3P7"
"139","GDF3"
"140","AL589987.2"
"141","OR13E1P"
"142","NBEAL1"
"143","PRDM7"
"144","BRIX1"
"145","AC104758.1"
"146","DIAPH3-AS1"
"147","CHST12"
"148","CYCSP12"
"149","DEPDC1B"
"150","SHMT1P1"
"151","CSPG4P2Y"
"152","Z84723.1"
"153","NIM1K"
"154","AL138789.1"
"155","HFM1"
"156","AC096743.1"
"157","STC2"
"158","AC244097.1"
"159","AC027130.1"
"160","RN7SKP142"
"161","MIR499A"
"162","AL078596.1"
"163","MFSD6"
"164","EIF4A1"
"165","EEF1A1P33"
"166","TUBB8P8"
"167","AC117500.4"
"168","HMGN1P2"
"169","AC004847.1"
"170","RPS17P5"
"171","RNF6"
"172","AC068733.2"
"173","SCNM1"
"174","SSX1"
"175","PHLDA3"
"176","APOA1"
"177","APLN"
"178","SLCO1B1"
"179","LINC01233"
"180","GFPT2"
"181","PPP1R12B"
"182","AC020663.3"
"183","CLCN1"
"184","HNRNPDLP3"
"185","AP005131.1"
"186","EFR3A"
"187","AC099677.2"
"188","AC114291.1"
"189","AL121989.1"
"190","RNF139-AS1"
"191","OTULINL"
"192","IGKV1OR2-2"
"193","LENG1"
"194","AC122688.3"
"195","AC068533.3"
"196","CYP4A22"
"197","AL132656.2"
"198","AL133268.1"
"199","HMGN2P46"
"200","ZNF584"
"201","AC005632.1"
"202","AF254983.2"
"203","ECHS1"
"204","TEN1"
"205","VIPR1-AS1"
"206","AC125494.2"
"207","KBTBD11"
"208","PNPT1P2"
"209","HMGB1P21"
"210","AC103746.1"
"211","SNX19P1"
"212","MMP16"
"213","AC002429.2"
"214","ITM2B"
"215","GABRA3"
"216","LCN2"
"217","RTCB"
"218","AC092687.2"
"219","MIR101-2"
"220","MTATP6P13"
"221","RPL31P1"
"222","AC067959.1"
"223","MON1B"
"224","AL356215.1"
"225","AC097467.4"
"226","AC008737.2"
"227","UBA6"
"228","CERS6-AS1"
"229","AC097478.2"
"230","ZNF106"
"231","ARRDC2"
"232","AC099506.1"
"233","LINC01435"
"234","AC079331.2"
"235","IGLV10-67"
"236","AP001324.2"
"237","LINC01438"
"238","LINC02432"
"239","RNF17"
